stationName,Province,Climate.ID,Station.ID,WMO.ID,TC.ID,Latitude..Decimal.Degrees.,Longitude..Decimal.Degrees.,Latitude,Longitude,Elevation..m.,First.Year,Last.Year,HLY.First.Year,HLY.Last.Year,DLY.First.Year,DLY.Last.Year,MLY.First.Year,MLY.Last.Year
CAPE DYER A,NUNAVUT,2400654,1740,NA,,66.58,-61.62,663500000,-613700000,392.6,1959,1994,1980,1994,1959,1993,1959,1993
CAPE HOOPER,NUNAVUT,2400660,1742,71093,WUP,68.47,-66.8,682821000,-664755000,390.1,1956,2022,1980,2020,1957,2022,1957,2007
CAPE LIVERPOOL,NUNAVUT,2400675,51618,NA,NPL,73.67,-78.29,734005030,-781736070,2,2013,2023,2013,2020,2017,2023,NA,NA
CAPE PEEL WEST,NUNAVUT,2400697,10828,71064,WPX,69.04,-107.82,690209000,-1074923000,165.3,1993,2023,1993,2020,1993,2023,NA,NA
CAPE MCLAUGHLIN,NUNAVUT,24006FL,10834,NA,,68.66,-85.59,683953000,-853529000,383.2,1992,1993,1992,1993,NA,NA,NA,NA
CLYDE A,NUNAVUT,2400800,1743,71090,YCY,70.49,-68.52,702910000,-683100000,26.5,1933,2013,1980,2013,1933,2008,1933,2007
CLYDE AWOS,NUNAVUT,2400801,47387,71090,YCY,70.49,-68.52,702910000,-683100000,26.5,2008,2013,2008,2013,2008,2013,NA,NA
CLYDE RIVER CLIMATE,NUNAVUT,2400802,42244,71358,ZCY,70.48,-68.52,702900000,-683100000,26.5,2004,2023,2004,2020,2004,2023,2005,2007
CLYDE RIVER A,NUNAVUT,2400803,51078,NA,YCY,70.49,-68.52,702909000,-683101000,26.5,2013,2023,2013,2020,NA,NA,NA,NA
CLYDE RIVER A,NUNAVUT,2400804,51077,71090,YCY,70.49,-68.52,702909000,-683101000,26.5,2013,2023,2013,2020,2013,2023,NA,NA
CAPE MERCY,NUNAVUT,2400F63,10839,71975,WYM,64.96,-63.58,645728000,-633440000,582.6,1994,2018,1994,2018,1994,2018,2005,2007
DEWAR LAKES,NUNAVUT,2401030,1746,71092,WUW,68.65,-71.17,683900000,-711000000,526.7,1956,2023,1980,2020,1958,2023,1958,2007
EDINBURGH ISLAND,NUNAVUT,2401087,10831,NA,,68.49,-110.88,682910000,-1105254000,193.8,1992,1993,1992,1993,1993,1993,NA,NA
EUREKA CLIMATE,NUNAVUT,2401199,50737,71613,NEK,79.99,-85.93,795921000,-855602000,10,2013,2023,2013,2020,2015,2023,NA,NA
EUREKA A,NUNAVUT,2401200,1750,71917,WEU,79.98,-85.93,795900000,-855600000,10.4,1947,2016,1980,2016,1947,2016,1947,2016
EUREKA A,NUNAVUT,2401203,53598,71917,WEU,79.99,-85.81,795940000,-854843000,82.9,2016,2023,2016,2020,2016,2018,NA,NA
EUREKA A,NUNAVUT,2401208,53599,NA,WEU,79.99,-85.81,795940000,-854843000,82.9,2016,2023,2016,2020,2018,2023,NA,NA
FORT ROSS,NUNAVUT,2402051,50658,71629,NFR,72.02,-94.2,720104060,-941152020,10,2012,2023,2012,2020,2012,2023,NA,NA
GATESHEAD ISLAND,NUNAVUT,2402332,49828,71141,NGH,70.63,-100.27,703758000,-1001602000,20,2011,2023,2011,2020,2011,2023,NA,NA
GRISE FIORD A,NUNAVUT,2402338,53513,NA,WGZ,76.43,-82.91,762533000,-825429000,41.1,2015,2023,2015,2020,NA,NA,NA,NA
GLADMAN POINT,NUNAVUT,2402339,10904,NA,,68.68,-97.81,684049000,-974841000,NA,1992,1993,1992,1993,1992,1993,NA,NA
GLADMAN POINT A,NUNAVUT,2402340,1752,NA,,68.67,-97.8,684000000,-974800000,14,1955,1992,1980,1992,1957,1992,1957,1992
GRANT (AUT),NUNAVUT,2402343,7352,NA,WWM,82.5,-65.08,823000000,-650500000,1242.1,1983,1984,1983,1984,NA,NA,NA,NA
GRISE FIORD,NUNAVUT,2402346,1754,NA,WGZ,76.42,-82.9,762500000,-825400000,42.67,1984,2015,1984,2015,1984,2015,1984,2007
HALL BEACH A,NUNAVUT,2402350,1755,71081,YUX,68.78,-81.24,684633000,-811433000,9.1,1956,2014,1980,2014,1957,2014,1957,2007
GRISE FIORD CLIMATE,NUNAVUT,2402351,46568,71971,NGC,76.42,-82.9,762522040,-825408020,44.5,2007,2023,2007,2020,2007,2023,NA,NA
HALL BEACH AWOS,NUNAVUT,2402352,47467,71081,YUX,68.78,-81.24,684634000,-811437000,9.1,2008,2012,2008,2012,2008,2012,NA,NA
SANIRAJAK,NUNAVUT,2402353,42483,71320,XUX,68.78,-81.24,684634000,-811437000,8.2,2004,2023,2004,2020,2004,2023,2005,2007
SANIRAJAK AIRPORT,NUNAVUT,2402354,50498,71293,YUX,68.78,-81.24,684633000,-811433000,9.1,2012,2023,2012,2020,2012,2023,NA,NA
SANIRAJAK AIRPORT,NUNAVUT,2402356,50499,NA,YUX,68.78,-81.24,684633000,-811433000,9.1,2012,2023,2012,2020,NA,NA,NA,NA
GRISE FIORD A,NUNAVUT,2402360,53514,NA,WGZ,76.43,-82.91,762533000,-825429000,41.1,2015,2023,2015,2020,2018,2023,NA,NA
IDA (AUT),NUNAVUT,2402536,7353,NA,WGS,81.58,-69.38,813500000,-692300000,839.1,1983,1986,1983,1986,NA,NA,NA,NA
IGLOOLIK A,NUNAVUT,2402541,53334,NA,YGT,69.36,-81.82,692153000,-814859000,52.7,2015,2023,2015,2020,NA,NA,NA,NA
IGLOOLIK A,NUNAVUT,2402543,1757,NA,YGT,69.37,-81.82,692200000,-814900000,52.74,1984,2015,1984,2015,1984,2015,1984,2007
IGLOOLIK A,NUNAVUT,2402546,53333,NA,YGT,69.36,-81.82,692153000,-814859000,52.7,2015,2023,2015,2020,2018,2023,NA,NA
IQALUIT A,NUNAVUT,2402590,1758,71909,YFB,63.75,-68.55,634500000,-683300000,33.5,1946,2014,1980,2014,1946,2008,1946,2007
IQALUIT AWOS,NUNAVUT,2402591,47388,71909,YFB,63.75,-68.55,634500000,-683300000,33.5,2008,2015,2008,2015,2008,2015,NA,NA
IQALUIT CLIMATE,NUNAVUT,2402592,42503,71321,XFB,63.75,-68.54,634450000,-683240000,33.5,2004,2023,2004,2020,2004,2023,2005,2007
IQALUIT A,NUNAVUT,2402596,52079,NA,YFB,63.76,-68.56,634524000,-683322000,33.5,2014,2023,2014,2020,2018,2023,NA,NA
ISACHSEN (AUT),NUNAVUT,2402604,10253,71074,WIC,78.79,-103.55,784732004,-1033316008,58,1994,2023,1994,2020,1995,2023,2003,2007
KILLINEK,NUNAVUT,2402667,1760,NA,,60.42,-64.85,602500000,-645100000,9.4,1975,1985,1980,1985,1975,1985,1975,1984
KIMMIRUT A,NUNAVUT,2402671,51424,NA,YLC,62.85,-69.88,625053000,-695238000,51.5,2015,2023,2015,2020,NA,NA,NA,NA
KIMMIRUT A,NUNAVUT,2402673,53517,NA,YLC,62.85,-69.88,625053000,-695238000,51.5,2015,2023,2015,2020,2018,2023,NA,NA
LONGSTAFF BLUFF,NUNAVUT,2402684,1764,71091,WLX,68.9,-75.14,685355000,-750827000,160.8,1955,2023,1980,2020,1957,2023,1958,2007
MACKAR INLET,NUNAVUT,2402686,1765,71080,WUU,68.3,-85.67,681800000,-854000000,394.7,1956,1992,1980,1992,1957,1992,1957,1992
MT ARTHUR (AUT),NUNAVUT,2402710,7354,NA,WNG,81.33,-74.77,812000000,-744600000,1335.9,1983,1986,1983,1986,NA,NA,NA,NA
NADLUARDJUK LAKE,NUNAVUT,2402718,10851,NA,,68.62,-73.21,683711000,-731241000,138.8,1992,1993,1992,1993,1992,1993,NA,NA
NANISIVIK A,NUNAVUT,2402730,1769,NA,YSR,72.98,-84.62,725900000,-843700000,641.9,1976,2011,1980,2011,1976,2010,1976,2007
NANISIVIK AWOS,NUNAVUT,2402731,47468,NA,YSR,72.98,-84.62,725900000,-843700000,641.9,2008,2011,2008,2011,NA,NA,NA,NA
KILLINEK (AUT),NUNAVUT,2402F67,8995,NA,,60.42,-64.85,602500000,-645100000,31.7,1985,1986,1985,1986,NA,NA,NA,NA
LONGSTAFF BLUFF A,NUNAVUT,2402F84,8950,NA,,68.93,-75.28,685600000,-751700000,14.3,1983,1991,1983,1991,NA,NA,NA,NA
PANGNIRTUNG,NUNAVUT,2403049,10721,71826,WXP,66.14,-65.71,660836300,-654240500,22.6,1994,2023,1994,2020,1995,2023,1996,2007
PANGNIRTUNG A,NUNAVUT,2403051,51158,NA,YXP,66.15,-65.71,660842000,-654249000,24.1,2013,2023,2013,2020,NA,NA,NA,NA
PANGNIRTUNG AWOS,NUNAVUT,2403052,47487,NA,YXP,66.13,-65.7,660800000,-654200000,24.1,2008,2013,2008,2013,NA,NA,NA,NA
PANGNIRTUNG A,NUNAVUT,2403053,8273,NA,YXP,66.15,-65.71,660842000,-654249000,24.1,1987,2014,1987,2014,1995,2014,1995,2007
PANGNIRTUNG A,NUNAVUT,2403054,51217,NA,YXP,66.15,-65.71,660842000,-654249000,24,2013,2023,2013,2020,2018,2023,NA,NA
POND INLET A,NUNAVUT,2403201,1774,71095,YIO,72.69,-77.97,724122000,-775808000,61.6,1975,2014,1980,2014,1975,2014,1975,2007
POND INLET AWOS,NUNAVUT,2403202,47488,71095,YIO,72.69,-77.97,724122000,-775808000,61.6,2008,2013,2008,2013,2008,2013,NA,NA
POND INLET CLIMATE,NUNAVUT,2403204,43223,71576,NDT,72.69,-77.96,724136000,-775727000,64.66,2004,2023,2004,2020,2005,2023,2005,2007
POND INLET A,NUNAVUT,2403205,51081,NA,YIO,72.69,-77.97,724122000,-775808000,61.6,2013,2023,2013,2020,NA,NA,NA,NA
POND INLET A,NUNAVUT,2403206,51080,71095,YIO,72.69,-77.97,724122000,-775808000,61.6,2013,2023,2013,2020,2013,2023,NA,NA
REA POINT,NUNAVUT,2403450,1793,71983,ZRP,75.38,-105.72,752236009,-1054254002,15,1969,2023,1980,2020,1969,2023,1969,2007
REPULSE BAY A,NUNAVUT,2403490,1775,NA,YUT,66.52,-86.22,663117000,-861329000,22.9,1973,2014,1980,2014,1973,2014,1973,2007
NAUJAAT A,NUNAVUT,2403491,52001,NA,YUT,66.52,-86.22,663114000,-861329000,22.9,2013,2023,2013,2020,NA,NA,NA,NA
NAUJAAT A,NUNAVUT,2403495,52983,NA,YUT,66.52,-86.22,663114000,-861329000,22.9,2014,2023,2014,2020,2018,2023,NA,NA
RESOLUTE BAY A,NUNAVUT,2403497,54199,NA,YRB,74.72,-94.97,744301000,-945810000,67.7,2016,2023,2016,2020,2018,2023,NA,NA
RESOLUTE BAY A,NUNAVUT,2403498,53060,71924,YRB,74.72,-94.97,744301000,-945810000,67.7,2014,2023,2014,2020,2014,2023,NA,NA
RESOLUTE CARS,NUNAVUT,2403500,1776,71924,YRB,74.72,-94.97,744301000,-945810000,67.68,1947,2014,1980,2014,1947,2014,1947,2014
RESOLUTE CS,NUNAVUT,2403505,32150,71018,XRB,74.72,-94.98,744257005,-945859007,30,2002,2023,2002,2020,2002,2023,2002,2007
RESOLUTION ISLAND,NUNAVUT,2403602,1778,71972,WRH,61.58,-64.65,613500000,-643900000,368.5,1962,2022,1980,2020,1962,2022,1962,1975
ROWLEY ISLAND,NUNAVUT,2403625,1779,71088,WRX,69.08,-79.03,690500000,-790200000,41,1957,2023,1980,2020,1957,2023,1958,2007
SKULL POINT (AUT),NUNAVUT,2403697,7357,NA,WJE,80,-86.43,800000000,-862600000,36.9,1983,1986,1983,1986,NA,NA,NA,NA
STEFANSSON ISLAND,NUNAVUT,2403756,32148,71017,XSE,73.77,-105.3,734556500,-1051744000,11,2002,2023,2002,2020,2002,2023,2002,2007
SVARTEVAEG,NUNAVUT,2403833,50659,71872,NSG,81.16,-91.82,810939000,-914859060,72,2012,2023,2012,2020,2012,2023,NA,NA
TALOYOAK A,NUNAVUT,2403854,1783,71580,YYH,69.55,-93.58,693300000,-933500000,27.4,1984,2015,1984,2015,1984,2015,1984,2015
TALOYOAK A,NUNAVUT,2403855,53340,71580,YYH,69.55,-93.58,693248000,-933437000,27.4,2015,2023,2015,2020,2015,2023,2015,2015
TALOYOAK A,NUNAVUT,2403856,54219,NA,YYH,69.55,-93.58,693248000,-933437000,27.4,2016,2023,2016,2020,2018,2023,NA,NA
WAGER BAY (AUT),NUNAVUT,2403945,31167,71049,XWB,65.88,-89.45,655245000,-892645000,18,2001,2023,2001,2020,2001,2023,2001,2006
YANKEE (AUT),NUNAVUT,2404030,7359,NA,WPT,80.7,-81,804200000,-810000000,1052.8,1983,1986,1983,1986,NA,NA,NA,NA
LAILOR RIVER,NUNAVUT,240B6Q0,10835,NA,,69.11,-83.54,690639000,-833223000,335.2,1992,1993,1992,1993,NA,NA,NA,NA
KANGOK FIORD,NUNAVUT,240KFNP,10838,NA,,68.65,-69.13,683900000,-690800000,914.4,1994,1994,1994,1994,NA,NA,NA,NA
KIMMIRUT A,NUNAVUT,240KFQJ,8272,NA,YLC,62.85,-69.88,625100000,-695300000,51.5,1987,2015,1987,2015,1994,2004,1994,2004
NANGMAGVIK LAKE,NORTHWEST TERRITORIES,2500440,27118,71974,WSQ,74.14,-119.99,740820000,-1195920000,32,1996,2023,1996,2020,1996,2023,1998,2007
CAPE PROVIDENCE,NORTHWEST TERRITORIES,2501419,53298,NA,NPV,74.46,-112.16,742723800,-1120938000,12,2014,2023,2014,2020,2017,2023,NA,NA
ULUKHAKTOK A,NORTHWEST TERRITORIES,2502501,1789,NA,YHI,70.76,-117.81,704546000,-1174822000,35.97,1979,2014,1980,2014,1979,2010,1979,2007
ULUKHAKTOK A,NORTHWEST TERRITORIES,2502502,53332,NA,YHI,70.76,-117.81,704546000,-1174822000,36,2014,2023,2014,2020,NA,NA,NA,NA
ULUKHAKTOK A,NORTHWEST TERRITORIES,2502503,53329,NA,YHI,70.76,-117.81,704546000,-1174822000,36,2014,2023,2014,2020,2018,2023,NA,NA
HOLMAN CS,NORTHWEST TERRITORIES,2502505,29715,71029,XHI,70.76,-117.8,704541002,-1174800002,29.9,2000,2023,2000,2020,2000,2023,2002,2007
MOULD BAY A,NORTHWEST TERRITORIES,2502700,1792,NA,YMD,76.23,-119.33,761400000,-1192000000,12.2,1948,1997,1980,1997,1948,1997,1948,1997
MOULD BAY CAMP,NORTHWEST TERRITORIES,2502G00,10908,NA,,76.23,-119.32,761400000,-1191900000,12.2,1993,1997,1993,1997,1993,1997,NA,NA
SACHS HARBOUR CLIMATE,NORTHWEST TERRITORIES,2503648,10076,71467,WSY,71.99,-125.25,715933000,-1251515000,87.5,1994,2023,1994,2020,1994,2023,2004,2007
SACHS HARBOUR A,NORTHWEST TERRITORIES,2503649,53326,NA,YSY,71.99,-125.24,715937000,-1251429000,86.3,2015,2023,2015,2020,2018,2023,NA,NA
SACHS HARBOUR A,NORTHWEST TERRITORIES,2503650,1794,NA,YSY,72,-125.27,720000000,-1251600000,86.25,1955,2015,1980,2015,1955,2013,1955,2007
SACHS HARBOUR A,NORTHWEST TERRITORIES,2503651,53328,NA,YSY,71.99,-125.24,715937000,-1251429000,86.3,2015,2023,2015,2020,NA,NA,NA,NA
THOMSEN RIVER,NORTHWEST TERRITORIES,2503886,10598,71916,WYF,73.23,-119.54,731351000,-1193218000,41.5,1997,2023,1997,2020,1997,2023,1998,2007
MOULD BAY CS,NORTHWEST TERRITORIES,250M001,27324,71989,WAY,76.24,-119.35,761415060,-1192050040,1.5,1997,2023,1997,2020,1997,2023,2002,2007
ABEE AGDM,ALBERTA,3010010,32232,71285,XAF,54.28,-112.97,541700000,-1125800000,664,1990,2023,1990,2020,2002,2023,2002,2007
ALBERT HALL AGCM,ALBERTA,3010060,46127,71005,PAH,53.11,-111.18,530648004,-1111052006,658,2007,2023,2007,2020,2007,2023,2007,2007
ALLIANCE AGCM,ALBERTA,3010162,46327,71006,PAA,52.32,-111.78,521855007,-1114643006,737,2007,2023,2007,2020,2007,2023,2007,2007
ANDREW AGDM,ALBERTA,3010237,32253,71286,XAG,53.92,-112.28,535501000,-1121645000,625,1998,2023,1998,2020,2002,2023,2002,2007
BELLSHILL AGCM,ALBERTA,3010650,46128,71010,PBL,52.58,-111.47,523456007,-1112755007,721,2007,2023,2007,2020,2007,2023,NA,NA
BODO AGDM,ALBERTA,3010730,32149,71214,XBA,52.12,-110.1,520727005,-1100605009,687,1995,2023,1995,2020,2002,2023,2002,2007
BRETON PLOTS,ALBERTA,3010816,10928,71233,WOV,53.09,-114.44,530522000,-1142627000,851.5,1995,2023,1995,2020,2001,2023,2001,2007
BUSBY AGCM,ALBERTA,3010979,47068,71284,PBB,53.93,-113.92,535551005,-1135518001,714,2008,2023,2008,2020,2008,2023,NA,NA
CADOGAN AGCM,ALBERTA,3010992,46470,71012,PCA,52.33,-110.51,522003007,-1103036002,690,2007,2023,2007,2020,2007,2023,NA,NA
CAMROSE,ALBERTA,3011240,1839,71254,WRV,53.05,-112.82,530300000,-1124900000,739,1946,2023,1980,2020,1946,2023,1946,2007
CONSORT AGDM,ALBERTA,3011815,32230,71223,XCS,51.94,-110.71,515613008,-1104247003,772,2002,2023,2002,2020,2002,2023,2002,2007
CORONATION A,ALBERTA,3011880,1854,NA,,52.07,-111.45,520400000,-1112700000,791,1944,1994,1980,1994,1944,1994,1944,1994
CORONATION (AUT),ALBERTA,3011885,8691,NA,WCT,52.08,-111.45,520500000,-1112700000,790.7,1992,2003,1992,2003,1992,2003,1996,2003
CORONATION CLIMATE,ALBERTA,3011887,27212,71318,WCT,52.07,-111.45,520427000,-1112658000,791,1996,2023,1996,2020,1996,2023,1996,2007
CRESTOMERE AGCM,ALBERTA,3011892,47069,71380,PCC,52.73,-113.9,524358005,-1135410007,855,2008,2023,2008,2020,2008,2023,NA,NA
DELBURNE AGCM,ALBERTA,3012050,46730,71014,PDA,52.18,-113.18,521058004,-1131032006,889,2007,2023,2007,2020,2007,2023,2007,2007
DEWBERRY AGCM,ALBERTA,3012073,46731,71359,PDB,53.66,-110.59,533933008,-1103515006,616,2007,2023,2007,2020,2007,2023,2007,2007
EDGERTON AGCM,ALBERTA,3012192,46129,71360,PEA,52.78,-110.43,524640001,-1102558002,649,2007,2023,2007,2020,2007,2023,NA,NA
EDMONTON CITY CENTRE AWOS,ALBERTA,3012202,31427,71879,YXD,53.57,-113.52,533419000,-1133110000,671.4,2004,2015,2004,2015,2005,2015,2005,2007
EDMONTON INT'L A,ALBERTA,3012205,1865,71123,YEG,53.32,-113.58,531900000,-1133500000,723.3,1959,2012,1980,2012,1959,2012,1959,2012
EDMONTON INTERNATIONAL CS,ALBERTA,3012206,27793,71155,XEG,53.31,-113.61,531824002,-1133621009,715,1999,2023,1999,2020,1999,2023,1999,2007
EDMONTON CITY CENTRE A,ALBERTA,3012208,1867,NA,,53.57,-113.52,533424000,-1133106000,670.6,1937,2005,1980,2005,1937,2005,1937,2005
EDMONTON BLATCHFORD,ALBERTA,3012209,27214,71157,XEC,53.57,-113.52,533423008,-1133100010,671,1996,2023,1996,2020,1996,2023,1996,2007
EDMONTON NAMAO A,ALBERTA,3012210,1868,71121,YED,53.67,-113.47,534000000,-1132800000,687.9,1955,2023,1980,2020,1955,2009,1955,1996
EDMONTON NAMAO AWOS A,ALBERTA,3012212,30907,71121,YED,53.67,-113.47,534000000,-1132800000,687.93,2000,2022,2000,2020,2001,2022,2001,2007
EDMONTON INTL A,ALBERTA,3012216,50149,71123,YEG,53.31,-113.58,531836000,-1133446000,723.3,2012,2023,2012,2020,2012,2023,NA,NA
EDMONTON SOUTH CAMPUS,ALBERTA,3012220,53718,NA,NES,53.49,-113.54,532924050,-1133216000,670,2015,2023,2015,2020,2018,2023,NA,NA
EDMONTON VILLENEUVE A,ALBERTA,3012228,1871,NA,ZVL,53.67,-113.85,534003000,-1135116000,687.63,1984,1991,1984,1991,1984,1991,1984,1991
EDMONTON VILLENEUVE A,ALBERTA,3012229,51758,71664,ZVL,53.67,-113.86,534006000,-1135120000,687.6,2013,2023,2013,2020,2013,2023,NA,NA
EDMONTON STONY PLAIN,ALBERTA,301222F,1870,71119,WSE,53.55,-114.11,533251006,-1140630090,766.3,1966,2023,1980,2020,1966,2023,1966,2017
EDMONTON EER,ALBERTA,3012240,54718,NA,NEE,40,-50,400000000,-500000000,NA,2016,2017,2016,2017,NA,NA,NA,NA
ELK ISLAND NAT PARK,ALBERTA,3012275,1873,71238,WFE,53.68,-112.87,534058000,-1125205000,716.2,1981,2023,1981,2020,1981,2023,1981,2007
FERINTOSH AGCM,ALBERTA,3012590,46733,71673,PFA,52.74,-112.86,524437009,-1125128009,795,2007,2023,2007,2020,2007,2023,2007,2007
FLEET AGCM,ALBERTA,3012635,51502,NA,PFE,52.04,-111.81,520227008,-1114847007,823,2013,2023,2013,2020,2018,2023,NA,NA
FORESTBURG AGCM,ALBERTA,3012653,46130,71674,PFO,52.55,-112.12,523254005,-1120724003,721,2007,2023,2007,2020,2007,2023,NA,NA
GILT EDGE NORTH AGCM,ALBERTA,3012790,46131,71791,PGE,53.07,-110.62,530415007,-1103715009,647,2007,2023,2007,2020,2007,2023,NA,NA
ST. FRANCIS,ALBERTA,3012799,53998,NA,PFR,53.29,-114.32,531741030,-1141912040,809,2015,2023,2015,2020,2018,2023,NA,NA
GLADSTONE AGCM,ALBERTA,3012810,51501,NA,PGT,52.99,-112.28,525914093,-1121641095,704,2013,2023,2013,2020,2018,2023,NA,NA
GLENEVIS AGCM,ALBERTA,3012818,47074,71500,PGC,53.83,-114.54,534957006,-1143220005,670,2008,2023,2008,2020,2008,2023,NA,NA
GOOSEBERRY LAKE AGCM,ALBERTA,3012871,51578,NA,PGB,52.11,-110.8,520647000,-1104809000,740,2013,2023,2013,2020,2018,2023,NA,NA
HALKIRK AGCM,ALBERTA,3012999,46787,71792,PHA,52.12,-112.16,520659008,-1120951001,843,2007,2023,2007,2020,2007,2023,2007,2007
HEMARUKA AGCM,ALBERTA,3013140,46907,71793,PHE,51.78,-111.21,514647007,-1111243004,780,2007,2023,2007,2020,2007,2023,2007,2007
HIGHVALE,ALBERTA,3013247,1904,71241,WHA,53.45,-114.47,532700000,-1142800000,746.8,1977,2006,1980,2006,1977,2006,1977,2006
HOLDEN AGDM,ALBERTA,3013340,32395,71227,XHD,53.19,-112.25,531106009,-1121446004,688,2001,2023,2001,2020,2002,2023,2002,2007
HUGHENDEN AGCM,ALBERTA,3013362,46908,71794,PHU,52.58,-110.78,523441007,-1104701004,703,2007,2023,2007,2020,2007,2023,2007,2007
KILLAM AGDM,ALBERTA,3013640,32313,71228,XKM,52.85,-111.87,525051000,-1115219000,674.5,2002,2023,2002,2020,2002,2023,2002,2007
KESSLER AGCM,ALBERTA,3013644,46909,71796,PKA,52.29,-111.11,521725000,-1110647006,720,2007,2023,2007,2020,2007,2023,2007,2007
KINSELLA RESEARC STATION,ALBERTA,3013647,49049,NA,PKR,53.05,-111.55,530249000,-1113251000,701,2010,2023,2010,2020,2018,2023,NA,NA
KITSCOTY AGCM,ALBERTA,3013660,46808,71797,PKI,53.35,-110.42,532112005,-1102458002,664,2007,2023,2007,2020,2007,2023,2007,2007
LEGAL AGCM,ALBERTA,3013790,47088,71544,PLF,54,-113.47,540011001,-1132828001,680,2008,2023,2008,2020,2008,2023,NA,NA
LINDBERGH AGDM,ALBERTA,3013921,43560,71567,NLB,53.94,-110.58,535634000,-1103444000,630,2004,2023,2004,2020,2005,2023,2005,2007
LLOYDMINSTER A,ALBERTA,3013958,50311,NA,YLL,53.31,-110.07,531838000,-1100427000,668.7,2012,2023,2012,2020,NA,NA,NA,NA
LLOYDMINSTER,ALBERTA,3013959,48550,71871,YLL,53.31,-110.07,531833000,-1100421000,668.7,2009,2023,2009,2020,2009,2023,NA,NA
LLOYDMINSTER A,ALBERTA,3013961,1920,NA,,53.31,-110.07,531833000,-1100421000,668.43,1982,2023,1982,2020,1982,2023,1982,2007
MANNVILLE AGCM,ALBERTA,3014195,46767,71047,PMA,53.46,-111.26,532720006,-1111519009,656,2007,2023,2007,2020,2007,2023,2007,2007
MUNDARE AGDM,ALBERTA,3014665,41785,71354,ZMU,53.57,-112.3,533400000,-1121800000,683,2003,2022,2003,2020,2003,2022,2003,2007
MYRNAM LITE,ALBERTA,3014690,46811,71065,PMN,53.71,-111.13,534229016,-1110759016,585,2007,2022,2007,2020,2007,2022,2007,2007
NEW SAREPTA AGCM,ALBERTA,3014795,46911,71067,PNS,53.26,-113.17,531544009,-1130954006,765,2007,2023,2007,2020,2007,2023,2007,2007
OLIVER AGDM,ALBERTA,3014921,41783,71351,ZOL,53.65,-113.35,533900000,-1132100000,665,2003,2023,2003,2020,2003,2023,2003,2007
RADWAY AGCM,ALBERTA,3015346,47089,71545,PRW,54,-112.88,535942002,-1125245001,625,2008,2022,2008,2020,2008,2022,NA,NA
RANFURLY AUTO,ALBERTA,3015401,51898,71637,PNX,53.42,-111.73,532529090,-1114332060,687,2013,2023,2013,2020,2013,2023,NA,NA
RIBSTONE SOUTH AGCM,ALBERTA,3015480,46812,71089,PRS,52.59,-110.34,523513003,-1102034005,644,2007,2023,2007,2020,2007,2023,2007,2007
RIVERCOURSE AGCM,ALBERTA,3015501,46132,71102,PRA,53.02,-110.1,530108003,-1100607003,669,2007,2023,2007,2020,2007,2023,2007,2007
ROCKY MTN HOUSE A,ALBERTA,3015522,1962,NA,,52.43,-114.92,522600000,-1145500000,988.2,1978,1994,1980,1994,1978,1994,1978,1994
ROCKY MTN HOUSE (AUT),ALBERTA,3015523,8712,71928,WRM,52.42,-114.91,522517006,-1145444003,988.2,1992,2023,1992,2020,1992,2023,1996,2007
ROSALIND AGCM,ALBERTA,3015600,46847,71202,PRL,52.79,-112.42,524732170,-1122520530,712,2007,2023,2007,2020,2007,2023,2007,2007
ST. LINA AGCM,ALBERTA,3015673,47127,71548,PSL,54.28,-111.45,541656001,-1112711005,619,2008,2023,2008,2020,2008,2023,NA,NA
ST. PAUL AGCM,ALBERTA,3015676,32457,71275,XSP,54.01,-111.27,540040000,-1111619000,649,2002,2023,2002,2020,2002,2023,2002,2007
SEDALIA AGCM,ALBERTA,3015797,46887,71399,PSA,51.59,-110.75,513525008,-1104517002,755,2007,2023,2007,2020,2007,2023,2007,2007
SHONTS AGCM,ALBERTA,3015900,46848,71405,PSH,53.33,-112.54,531957001,-1123222004,679,2007,2023,2007,2020,2007,2023,2007,2007
SMOKY LAKE AGDM,ALBERTA,3016022,32456,71274,XSL,54.28,-112.5,541639000,-1122957000,680,1990,2023,1990,2020,2002,2023,2002,2007
SPONDIN AGCM,ALBERTA,3016070,46913,71413,PSP,51.82,-111.68,514857009,-1114057004,804,2007,2023,2007,2020,2007,2023,2007,2007
STETTLER AGDM,ALBERTA,3016124,32458,71289,XAK,52.35,-112.6,522049000,-1123544000,795,2003,2023,2003,2020,2003,2023,2003,2007
THORSBY AGCM,ALBERTA,3016441,46850,71504,PTH,53.22,-113.89,531302007,-1135341005,754,2007,2023,2007,2020,2007,2023,2007,2007
TOMAHAWK AGDM,ALBERTA,3016505,43581,71566,NTK,53.44,-114.72,532622000,-1144306000,814,2004,2023,2004,2020,2005,2023,2005,2007
TULLIBY LAKE AGCM,ALBERTA,3016593,46851,71857,PTU,53.66,-110.08,533951009,-1100451005,596,2007,2023,2007,2020,2007,2023,2007,2007
TWO HILLS AGDM,ALBERTA,3016655,32459,71276,XTH,53.63,-111.68,533731000,-1114042000,678,1999,2023,1999,2020,2003,2023,2003,2007
VERMILION A,ALBERTA,3016800,1998,NA,,53.35,-110.83,532100000,-1105000000,618.7,1945,1982,1980,1982,1945,1982,1945,1982
VERMILION AGDM,ALBERTA,3016802,32461,71278,XVM,53.34,-110.88,532037700,-1105254700,623,1995,2023,1995,2020,2002,2023,2002,2007
